disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Response,col2_Provide an attachment to the strategy or standards addressing emissions from the jurisdiction's procurement,"col3_Provide a link, if applicable, and highlight any specific action(s) the jurisdiction is implementing to reduce emissions from its own consumption"
2025 Disclosure Cycle,779465,CDP,54459,City of Reykjavík,City,Europe,Iceland,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,"Innkaupastefna Reykjavíkurborgar - DROG.pdf,Innkaupastefna_Reykjav_kurborgar_Sam_ykkt___borgarstj_rn_15.3.2011.pdf","In the rules for purchase, sustainability is on of the criteria of purchase. \n\nThe car fleet is electric or metan when possible.\nIt is one of the main actions in the Climate action plan (nr 12, page 4) to reduce emissions from the car fleet:\nFossil fuel free by 2025\nCars and equipment powered by fossil fuels will not be procured by the city as of 2021 and the cars and equipment that is already possessed will be replaced before the year 2025.\nThis has been in execution since 2021 and "
2025 Disclosure Cycle,779465,CDP,54467,Municipality of Eindhoven,City,Europe,Netherlands,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,"Klimaatplan 2026-2030.pdf,Whitepaper Circulair Asfalt gemeente Eindhoven.pdf,inkoop.pdf",https://www.opwegnaarseb.nl/documenten/2024/11/04/convenant-seb
2025 Disclosure Cycle,779465,CDP,54484,Stavanger Municipality,City,Europe,Norway,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,,"The municipality's action plan for climate and environment must be seen in conjunction with the adopted climate and environmental plan for the municipality (both attached under 7.1). The purpose of the climate and environment action plan is to specify which measures we plan to implement to achieve the goals in the climate and environment plan. The municipality's procurements must contribute to meet these climate and environmental targets. Focus areas for procurements are \'transport and mobility\', \'energy and material use\', \'consumption, reuse, recycling and waste treatment\' and \'agriculture\'. The sum of the measures under these areas should contribute to reduce the emissions linked to the municipality's procurements. Furthermore, the municipality is concerned with setting relevant requirements, qualification requirements, contract terms and award criteria for the individual procurement. From the 1st of January 2024, a new amendment regulation came into force which the municipality must follow. The amendment regulations mean that all the municipality's procurements must, as a general rule, weight climate and the environment by 30%. This can contribute to further reduce of the emissions linked to the municipality's procurements."
2025 Disclosure Cycle,779465,CDP,54488,Trondheim Municipality,City,Europe,Norway,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,,"In the Municipal Procurement Strategy for 2023-2030 (link: https://drive.google.com/file/d/1vO_PRmNAMEJaHjylVNYp6f5qflPoKzOt/view), the sustainability perspective is one of the five focus areas. Issues such as climate footprint and other environmental impacts are relevant in the procurement practices and routines. The Environmental Strategy for Buildlings and Constructions is also to raise sector standards. The municipality has actively used its procurement power to promote low emission solutions. \nThe City Council has decided to make zero-emission technology the standard for all its building and construction projects, starting from December 1, 2025. However, the decision also outlines five potential exceptions, such as when there is no access to power, if suitable machinery is unavailable, or if costs or delays become prohibitive. The exceptions shall be updated and gradually tightened as the market and infrastructure develops. \nStatus for emission-free building and construction sites, and for emission-free goods and services, shall be included in the annual report. This includes transport to and from construction sites but applies to all goods and service deliveries.\nAs a result of a collaboration between several municipal departments (procurement, climate & environment and business development) and local schools which aims to increase the sourcing of local food, the City Council has decided in July 2025 to launch a pilot project for a logistics center. This initiative will be carried out in partnership with private actors and contribute also to implementation of the municipal food strategy."
2025 Disclosure Cycle,779465,CDP,54509,Jönköping Municipality,City,Europe,Sweden,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,,
2025 Disclosure Cycle,779465,CDP,54510,Umeå Municipality,City,Europe,Sweden,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Do not know,,
2025 Disclosure Cycle,779465,CDP,54513,Uppsala Municipality,City,Europe,Sweden,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,"_-ksn-2024-02481-25-bilaga-1-riktlinje-for-upphandling-och-inkop-2198085_2_.pdf,policy-f_r-upphandling-och-ink_p.pdf",https://www.uppsala.se/contentassets/c9b7d3ceba9e4b0bb4825c3bfc33841b/_-ksn-2024-02481-25-bilaga-1-riktlinje-for-upphandling-och-inkop-2198085_2_1.pdf\n\nhttps://www.uppsala.se/contentassets/e32b60700c1846668b196eb40daaa2d9/policy-f_r-upphandling-och-ink_p.pdf
2025 Disclosure Cycle,779465,CDP,54516,Norrköping Municipality,City,Europe,Sweden,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,No,,
2025 Disclosure Cycle,779465,CDP,54518,City of Helsingborg,City,Europe,Sweden,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,"Samordning och Färdplan Offentlig konsumtion september 2025.pptx,policy-for-inkop-och-upphandling.pdf,riktlinjer-for-inkop-och-upphandling__.pdf",https://helsingborgsstad.sharepoint.com/sites/dw001084/Lists/Frdplan utslppsminskning/offentlig konsumtion.aspx?isSPOFile=1&OR=Teams%2DHL&CT=1742981839933
2025 Disclosure Cycle,779465,CDP,54519,Lund Municipality,City,Europe,Sweden,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,,https://lund.se/download/18.44e3ea617a09053813609ec/1631608660726/Ink%C3%B6ps-%20och%20upphandlingspolicy%20f%C3%B6r%20Lunds%20kommun.pdf and https://lund.se/download/18.44e3ea617a09053813609f0/1631608660903/Riktlinje%20f%C3%B6r%20upphandling.pdf Procurment has been an efficient tool to make the city operations 99 percent fossil fuel free (2021). This includes school shuttles and travel services purchased from operators outside the municipal organisation.
2025 Disclosure Cycle,779465,CDP,54529,City of Leicester,City,UKWW,United Kingdom,Public,Q8.4,Does your jurisdiction have a strategy or standard for reducing emissions from the jurisdiction's procurement and purchase of goods and services?,1,Response,Yes,8.4 LCC Environmental Policy 2021.pdf,The council has an internal set of Sustainable Procurement Guidelines for use in procurement exercises to reduce emissions from the goods and services it buys.\n\nThese guidelines are based upon our Environmental Policy: \n\nhttps://www.leicester.gov.uk/your-council/policies-plans-and-strategies/environment-and-sustainability/climate-ready-leicester/our-climate-action/environmental-policy/
