disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Response,col2_Provide an attachment to the strategy addressing emissions from consumption of the most relevant goods and services,"col3_Provide a link, if applicable, and highlight any specific action the jurisdiction is implementing to reduce emissions from the consumption of goods and services in this category"
2025 Disclosure Cycle,779465,CDP,50235,City of Kraków,City,Europe,Poland,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,7,Waste management,Yes,"CCC 01 Krakow Commitments en.pdf,CCC 02 Krakow Action Plan en.pdf,CCC 03 Krakow Investment Plan en.pdf","Committed to achieving a healthy and sustainable future, Krakow Municipality has developed an integrated strategy based on the principles of the circular economy - a future in which the city maintains the value of natural resources and limits negative impacts both within and beyond its boundaries.\n\nThe Low-Emission Economy Plan for the Municipality of Krakow is a strategic document setting out the city's development directions, initially for the years 2014-2020 and updated in 2018, in the field of investment and non-investment activities related to energy use.\n\nThis plan has already been upgraded and transformed into the Krakow City Climate Contract, which is attached. At the same time, work is still ongoing on the Sustainable Energy and Climate Action Plan (SECAP)."
2025 Disclosure Cycle,779465,CDP,50235,City of Kraków,City,Europe,Poland,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,8,Other,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,50355,Ayuntamiento de Tijuana,City,Latin America,Mexico,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,1,Food,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,50355,Ayuntamiento de Tijuana,City,Latin America,Mexico,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,2,Construction and demolition,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,50355,Ayuntamiento de Tijuana,City,Latin America,Mexico,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,3,Transportation,Do not know,,
2025 Disclosure Cycle,779465,CDP,50355,Ayuntamiento de Tijuana,City,Latin America,Mexico,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,4,Clothing and textiles,Do not know,,
2025 Disclosure Cycle,779465,CDP,50355,Ayuntamiento de Tijuana,City,Latin America,Mexico,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,5,Household appliances and electronics,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,50355,Ayuntamiento de Tijuana,City,Latin America,Mexico,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,6,Aviation,No strategy that addresses consumption-based emissions from this sector,,
2025 Disclosure Cycle,779465,CDP,50355,Ayuntamiento de Tijuana,City,Latin America,Mexico,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,7,Waste management,Do not know,,
2025 Disclosure Cycle,779465,CDP,50355,Ayuntamiento de Tijuana,City,Latin America,Mexico,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,8,Other,Do not know,,
2025 Disclosure Cycle,779465,CDP,50361,Ayuntamiento de Hermosillo,City,Latin America,Mexico,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,1,Food,Yes,CDP estrategia-transicion-energetica.pdf,"The local government is working on three strategic fronts to reduce emissions from key goods and services sectors:\n\n- Hogar Solar: Addresses energy poverty by providing financial support for solar panel acquisition.\n- Tumbawatts: Offers consultancy and training to help households and businesses improve energy efficiency.\n- Impulso Solar: Provides financial support for solar panel acquisition by businesses.\n- Peso Solar: Supports non-governmental organizations in acquiring solar panels.\n\nThe Tumbawatts program aims to reduce electricity consumption in homes and businesses through Hogar Solar and Impulso Solar, which support the transition from conventional electricity to solar energy.\n\nFor additional information, please refer to pages 41, 42, 46, and 49 of the attached file, “CDP estrategia-transicion-energetica.”\n\n- Tumbawatts: https://sonorense.mx/contenido/3119/visita-equipo-tumbawatts-mas-de-300-viviendas-en-hermosillo\n- Hogar Solar: http://shs.agenciadeenergiahmo.mx/hogar-solar/ \n- Impulso Solar: https://www.elsoldehermosillo.com.mx/local/con-programa-impulso-solar-pequenas-empresas-podran-financiar-paneles-solares-9601288.html\n- Efficiency in Water-Related Appliances (including economic/in-kind support): https://www.uniradioinforma.com/gobierno/entregaran-tinacos-regaderas-eficientes-verano-hermosillo-n674279"
2025 Disclosure Cycle,779465,CDP,50361,Ayuntamiento de Hermosillo,City,Latin America,Mexico,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,2,Construction and demolition,Yes,CDP estrategia-transicion-energetica.pdf,"In 2024, the municipal government, through Hermosillo's Energy and Climate Change Agency, prioritized actions to improve energy efficiency in buildings. As part of this effort, the Planning Instrument for Energy Efficiency in the Building Sector of the Municipality of Hermosillo was developed in collaboration with USAID (United States Agency for International Development). This initiative aligns with the NET ZERO CITIES PROJECT/MEXICO strategy, which aims to establish a pathway toward net zero emissions by 2030.\n\nBy 2027, the goal is to retrofit at least 21 public buildings with renewable energy and energy efficiency measures, generating savings of at least 10% in electricity consumption and economic costs. By 2030, the target is expected to reach 28 buildings.\n\nFor additional information, please refer to page 30 of the attached file, “CDP estrategia-transicion-energetica.”"
2025 Disclosure Cycle,779465,CDP,50361,Ayuntamiento de Hermosillo,City,Latin America,Mexico,Public,Q8.3,Does your jurisdiction have a strategy for reducing emissions from consumption of the most relevant goods and services?,3,Transportation,Yes,CDP estrategia-transicion-energetica.pdf,"Municipal President Antonio Astiazarán Gutiérrez announced an invitation for students aged 17 to 29 to become users of HBus, an electric university transport service that began operations in January 2025.\n\nBetween 1,000 and 1,500 students will benefit each semester, marking a first step in listening to the youth of Hermosillo and showing empathy toward their causes and concerns by facilitating safe transportation from home to school.\n\nThe initiative aims to promote the transition to an accessible, efficient, and sustainable electric transportation system that ensures clean, high-quality municipal public services benefiting women and communities.\n\nFor additional information, please refer to page 74 of the attached file, “CDP estrategia-transicion-energetica.”\n\nMore details: https://www.hermosillo.gob.mx/noticias2018/imprimir.aspx?a=15687&template=print-article.htm\n\nAdditional relevant examples of local initiatives in operation include:\n\nElectric Patrol Fleet: The withdrawal of fossil fuel patrol vehicles in exchange for electric ones, with 220 electric patrols and three solar power plants providing the necessary energy.\n\nMore details: https://www.eleconomista.com.mx/estados/Hermosillo-el-municipio-con-mas-patrullas-electricas-del-mundo-20231115-0140.html\n\nTEAMS Initiative: A program to promote electric mobility throughout the city.\n\nMore details: Please refer to the attached document \'TEAMS\'."
