disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Use of carbon credits,col2_Identify target,col3_Emissions purchased/sold (metric tonnes CO2e),col4_Verified to which standard,col5_Outline the crediting period and country(ies)/area(s) where offsetting efforts are or will be taking place,col6_Comment
2025 Disclosure Cycle,779465,CDP,50394,Prefeitura Municipal de João Pessoa,City,Latin America,Brazil,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,50397,Presidencia Municipal de Saltillo,City,Latin America,Mexico,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,50401,"City of Madison, WI",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,Offset credit transactions purchased from outside of the boundary,Target 2,10236,Not yet verified,"Partnered with area businesses and a solar installer on an initiative to build 10 solar facilities called Butter Solar in 2019. The City of Madison provided some capital for five of the projects and receives their RECs in return. The reporting period runs for 25 years. They are Argyle (Lafayette County, WI - 1.08 MW), Elroy (Juneau County, WI - 2.1 MW), Fennimore (Grant County, WI - 4.11 MW), Cumberland (Barron County, WI - 2.5 MW), and New Lisbon (Juneau County, WI - 2.5 MW)",Created using: https://www.epa.gov/energy/greenhouse-gas-equivalencies-calculator#results
2025 Disclosure Cycle,779465,CDP,50540,"City of Albuquerque, NM",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,We do not buy or sell carbon credits at this time.
2025 Disclosure Cycle,779465,CDP,50541,"City of Greensboro, NC",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,none.
2025 Disclosure Cycle,779465,CDP,50545,"City of Henderson, NV",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,50545,"City of Henderson, NV",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",2,Row 2,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,50550,"City of Buffalo, NY",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,The City of Buffalo does not use or plan to use carbon credits. 
2025 Disclosure Cycle,779465,CDP,50551,"City of Long Beach, CA",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,N/A
2025 Disclosure Cycle,779465,CDP,50555,"City of Hamilton, ON",City,North America,Canada,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"Although we have recently been approached by an company selling carbon offset credits, the City' stance is that we must first significantly reduce community-wide greenhouse gas emissions and not solely rely on carbon credits. "
2025 Disclosure Cycle,779465,CDP,50558,"City of London, ON",City,North America,Canada,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"Our Climate Emergency Action Plan includes the folllowing action: 11.\tEstablishing GHG Emissions Offsets Policy (Timeline: 2024-2025) a.\tConduct review of the use of GHG emissions offsets to achieve corporate and/or community net-zero emissions by other Canadian municipalities b.\tReview and establish protocol requirements for offset quality and verification for use in achieving corporate and/or community net-zero emissions targets c.\tEstablish policy for the use of offsets, including an intended upper limit for corporate GHG emissions that could be offset, the types and characteristics of acceptable offset projects and targets for the amount or proportion of verified GHG emissions offsets utilized from outside of London."
2025 Disclosure Cycle,779465,CDP,50559,"City of St Catharines, ON",City,North America,Canada,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,NA
2025 Disclosure Cycle,779465,CDP,50562,"City of Chula Vista, CA",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,50565,"City of Toledo, OH",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,NA
2025 Disclosure Cycle,779465,CDP,50566,"City of Anchorage, AK",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,50568,"City of Saskatoon, SK",City,North America,Canada,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,50572,"City of Saint Paul, MN",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,N/A
2025 Disclosure Cycle,779465,CDP,50578,"City of Windsor, ON",City,North America,Canada,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,Not used
2025 Disclosure Cycle,779465,CDP,50579,"City of Winnipeg, MB",City,North America,Canada,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,50650,City of Gibraltar,City,Europe,Gibraltar,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,NA
2025 Disclosure Cycle,779465,CDP,50664,Municipality of Almada,City,Europe,Portugal,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,Currently no credits sold or purchased
2025 Disclosure Cycle,779465,CDP,50669,Municipality of Matosinhos,City,Europe,Portugal,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,Offset credit transactions generated within the boundary and sold,Target 1,17.7,Other: Local voluntary carbon market wich is under the Verified Carbon Standard,"Estes dados referem-se apenas ao Município de Matosinhos, onde 24 012 utilizadores fizeram, durante 9 meses, 67 016 viagens com uma distância associada de 192 314 km.","A compra e venda de créditos de carbono de forma mais massificada por parte da autarquia não foi considerada para alcance do “net zero target” em 2030 (Roteiro/PMAC 2030), mas esta opção é uma oportunidade para mais rápido alcançar a neutralidade carbónica.\nImporta referir que o enquadramento legal para a implementação de um mercado voluntário de carbono a nível nacional foi apenas criado este ano, 2024, com a publicação do Decreto-Lei n.º 4/2024, de 5 de janeiro.\nAtravés deste novo regime, os Municípios e outras entidades terão oportunidade de adquirir créditos de carbono, como forma de compensar as emissões de gases poluentes que não conseguem reduzir ou evitar, mas também de valorizar os seus investimentos em projetos ou soluções desenvolvidas para redução ou eliminação da pegada carbónica.\nNão obstante Matosinhos tem um piloto da plataforma AYR, uma plataforma de aceleração da sustentabilidade para ajudar a atingir objetivos de carbono zero.\nConcebido para ligar comunidades, pessoas e coisas numa rede onde as ações sustentáveis criam tokens criptográficos que podem ser trocados por bens e serviços verdes ou utilizados para compensar localmente as emissões de carbono.\nEste projeto funciona pela seleção de um transporte 'verde' que evita as emissões de CO2. O crédito \nAYR é recebido em função das emissões de CO2 evitadas, sendo que posteriormente o crypto token de crédito AYR pode ser utilizado para outros passeios e mercadorias. \n"
2025 Disclosure Cycle,779465,CDP,50673,Municipality of Faro,City,Europe,Portugal,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,.
2025 Disclosure Cycle,779465,CDP,50674,Municipality of Viseu,City,Europe,Portugal,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,50678,Municipality of Évora,City,Europe,Portugal,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,50680,Municipality of Cascais,City,Europe,Portugal,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,we currently are not able to invest in carbon credits as a municipal government entity. there are legal boundaries which prevent us from pursuing this type of investments. what we have is acquired \'green comercial credits\' from comercial banks to leverage our mobility programme investment (5 million euros). 
2025 Disclosure Cycle,779465,CDP,51075,City of Shenzhen,City,China,China,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,51374,Prefeitura de Rio Branco,City,Latin America,Brazil,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,52896,"City of Fort Lauderdale, FL",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,The City does not purchase or sell any carbon credits
2025 Disclosure Cycle,779465,CDP,52897,"City of Aspen, CO",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,n/a
2025 Disclosure Cycle,779465,CDP,53829,"City of Kingston, ON",City,North America,Canada,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,53921,"City of Tempe, AZ",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,53931,"City of Alexandria, VA",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,Offset credit transactions purchased from outside of the boundary,Target 1,14238.4,Verified Carbon Standard,"Period from July 2023 - June 2024, United States","Purchased from STX Commodities LLC, REC US Green-e National Standard / Green-E Certified Retirement "
2025 Disclosure Cycle,779465,CDP,53959,"City of Fayetteville, AR",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,54026,"City of Tacoma, WA",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,54027,"City of St. John's, NL",City,North America,Canada,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"The City of St. John's does not currently use carbon credits. We plan to explore the use of carbon credits only as a last step, once we are close to achieving our net zero targets. At that stage, carbon credits may be used to address any remaining emissions that cannot be fully eliminated through existing policies, technologies, or mitigation efforts within the jurisdiction."
2025 Disclosure Cycle,779465,CDP,54029,"City of Spokane, WA",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,We have no plans to buy carbon credits outside of boundary currently
2025 Disclosure Cycle,779465,CDP,54034,"City of Grand Rapids, MI",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,N/A
2025 Disclosure Cycle,779465,CDP,54040,"City of Regina, SK",City,North America,Canada,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,"We do not currently purchase or sell carbon credits. However, we are always exploring opportunities to engage in this space, as the City has projects that could potentially generate carbon credits. Should the regulatory landscape evolve, we aim to leverage these credits to support our sustainability goals and possibly generate revenue."
2025 Disclosure Cycle,779465,CDP,54048,"City of Knoxville, TN",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,54060,"City of Greater Sudbury / Grand Sudbury, ON",City,North America,Canada,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,-
2025 Disclosure Cycle,779465,CDP,54066,"City of Fort Collins, CO",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,
2025 Disclosure Cycle,779465,CDP,54075,"City of Lakewood, CO",City,North America,United States of America,Public,Q6.1.2,"If you are using or plan to use carbon credits sold to or purchased from outside the jurisdiction or target boundary, provide details.",1,Row 1,We do not currently purchase or sell offset credit transactions,,,,,No comment.
