disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Total quantity of food procured (tonnes),col2_Breakdown of procured food by food group,col3_Year data applies to,col4_Comment
2025 Disclosure Cycle,779465,CDP,49346,"City of Allentown, PA",City,North America,United States of America,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,3.8,"The following breakdown is for food sold at Allentown public pools during the summer of 2024:\n- Bag of chips (Doritos, Lays): 40,040 oz\n- Bagel Bites: 31.1 oz\n- Cheese Cup: 6,055 oz\n- Chicken Sandwich: 10,361 oz\n- Cookies (Oreos or Choc Chip): 1,777 oz\n- Hot dogs: 38,403 oz\n- Ice cream bars (Creamiscle, Chocolate Eclair, Oreo Ice Cream Bar, Fudge Bar, ice cream sandwich): 10,938.5 oz\n- Nachos: 10,245 oz\n- Soft pretzel: 12,770 oz\n- Tortilla chips: 249 oz\n- Ice pops: 3,339 oz\n\nThe following is an estimate of the breakdown of food procured for the Playground Program lunches:\n- Fruit (apple): 25,920 oz\n- Sandwich (ham and cheese): 23,328 oz\n- Milk: 41,472 oz\n- Snack-size chips: 7,776 oz\n\nBased on these purchases, using the WRI food groups, there would be: \n- Grains: 0.76 tonnes (hot dog and hamburger buns, and sandwich bread)\n- Solid dairy: 0.46 tonnes (ice cream and cheese)\n- Poultry: 0.47 tonnes (chicken and ham)\n- Liquid dairy: 1.35 tonnes (cheese cup and milk)\n- Fruits: 0.73 tonnes",2024,"The bulk of Allentown's food procurement supports free student lunches offered through the city's summer Playground Program at parks throughout the city and through meal/snack sales at community pools. \n\nIn 2024, the Playground Program served a total of 5,184 lunches. A typical lunch contains a sandwich, a fruit, a milk, a juice, and a bag of chips."
2025 Disclosure Cycle,779465,CDP,49347,"City of Omaha, NE",City,North America,United States of America,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0.0,,,The City of Omaha does not procure food for government-owned or operated facilities.
2025 Disclosure Cycle,779465,CDP,49360,City of Tshwane,City,UKWW,South Africa,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,Currently the city does not have the required ,2022,The city does not have this data available\n
2025 Disclosure Cycle,779465,CDP,49367,Freetown City,City,UKWW,Sierra Leone,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,6531396.0,"Blackeye Beans(268,311), Bonga(1,460,340), Bread Beans(134,241), Cassava(50,515), Cassava Leaves(64,291), Garie(59,447), Graundnut(241,353), Maize(109,804), Meat-Beaf(611,163), Oil palm(221,779), Oil vegetable(403,642), Okra(256,766), Onions(203,709), Pepper dry(1,147,247), Pigeon Pea(209,903), Potato leaves(45,278), Rice(460,000), Salt(76,666), Smoked Herring(309,672), Sugar(191,229)",2022.0,"6.4 million cups/day times 365 days/year = ~2.3 billion cups of rice a day meaning: 6.9 billion servings 460 trillion grams (~200 grams per serving) 460,000 tonnes (1,000,000 grams in a ton). 128,800 tonnes of this is been consumed by Freetownians which sums up to 28% of the total number of rice"
2025 Disclosure Cycle,779465,CDP,49385,Bandung City,City,South East Asia & Oceania,Indonesia,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,0,2024,Data ini diperoleh dari Dinas Pertanian Kota Bandung
2025 Disclosure Cycle,779465,CDP,49389,Kyoto City,City,Japan,Japan,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,推定していない
2025 Disclosure Cycle,779465,CDP,50154,City of Turku,City,Europe,Finland,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,4000,,2023,"Kaarea is a local company partly owned by the City of Turku and providing food services in the region. Kaarea produces approx. 60.000 meals daily, including school meals. The carbon footprint of school meals has been assessed and, by introducing a climate menu, it has been reduced by 30%. This has been achieved by substituting beef by more climate-friendly sources of protein, by increasing vegetarian meals, and by systematically reducing food waste."
2025 Disclosure Cycle,779465,CDP,50203,Gaziantep Metropolitan Municipality,City,UKWW,Türkiye,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,2024,
2025 Disclosure Cycle,779465,CDP,50357,Ciudad de Mendoza,City,Latin America,Argentina,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,no se estima 
2025 Disclosure Cycle,779465,CDP,50361,Ayuntamiento de Hermosillo,City,Latin America,Mexico,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,987.84,• School breakfasts (78%)\n• Vulnerable populations (22%):\n(1) Pregnant and/or lactating women living in poverty\n(2) Homeless older adults\n(3) People with disabilities in situations of neglect or abandonment,2024,"The estimate accounts for a total of 3.96 million rations distributed over the course of a year, each weighing an average of 250 grams. The data was calculated using 2021-2024 figures for school breakfasts and food provided to vulnerable groups."
2025 Disclosure Cycle,779465,CDP,50368,Municipalidad de Provincial de Arequipa,City,Latin America,Peru,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,No se aplica,2025,El Municipio Provinicial de Arequipa no maneja dicha información ya que solo limita alimentos para actividades de campo.
2025 Disclosure Cycle,779465,CDP,50371,Municipalidad de Córdoba,City,Latin America,Argentina,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,,,
2025 Disclosure Cycle,779465,CDP,50373,Municipalidad de Rosario,City,Latin America,Argentina,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,682,"Aceite de girasol, en envase plástico de 900 cc.\nArroz tipo 0000, grano largo fino, en paquete x 1 kg.\nArvejas, en lata de 350 grs. Aprox.\nAzúcar blanca, tipo a, en paquete x 1 kg.\nFideos semolados guiseros, en paquete x 500 grs.\nFideos semolados tallarín, en paquete x 500 grs.\nHarina de maíz, en paquete x 500 grs.\nHarina de trigo, tipo 000, en paquete x 1 kg.\nLentejas, secas, en paquete x 400 grs.\nPulpa de tomates, en tetra brick de 530 grs. (aprox.)\nYerba mate, con hasta un 20 °/° de palo, env. 500 grs.",2023,Estos datos corresponden a las compras realizadas para asistencia alimentaria de los grupos de población mas necesitada. No tenemos información desagregada en toneladas y grupos de alimentos de todo el consumo de alimentos de la ciudad. 
2025 Disclosure Cycle,779465,CDP,50374,Alcaldia Distrital de Cartagena de Indias,City,Latin America,Colombia,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,,La información no se encuentra disponible
2025 Disclosure Cycle,779465,CDP,50381,Municipio de Torreón,City,Latin America,Mexico,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,0,,,No se cuenta con información sobre la cantidad total de alimentos que se adquieren para las instalaciones que son propiedad del gobierno municipal. 
2025 Disclosure Cycle,779465,CDP,50383,Prefeitura de Sorocaba,City,Latin America,Brazil,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,,,2025,
2025 Disclosure Cycle,779465,CDP,50390,Prefeitura de Teresina,City,Latin America,Brazil,Public,Q4.12,"Report the total quantity of food that is procured (in tonnes) for government-owned and/or operated facilities (including municipal facilities, schools, hospitals, youth centers, shelters, public canteens, prisons etc.). If available, please provide a breakdown per food group.",1,Response,899265.16,"CEREAIS E TUBÉRCULOS: 1.314,82 \nLEGUMINOSAS, VERDURAS E LEGUMES: 605,7\nFRUTAS: 1.988,3024\nCARNES E OVOS: 1.463,004\nLEITES E DERIVADOS: 503,724\nÓLEOS E GORDURAS: 54,8\nAÇÚCARES E DOCES: 139,2\nTEMPEROS E CONDIMENTOS: 103,5\nGRÃOS MOÍDOS E CONSERVAS: 62,40\n",2024,"Dados fornecidos pela Secretaria Municipal de Educação (SEMEC), através do setor da Divisão de Nutrição e pela Fundação Municipal de Saúde (FMS), através da Gerência de Nutrição e SEMCASPI, através da Gerência de Segurança Alimentar e Nutricional (GSAN).\n\nLeites e derivados incluem as dietas enterais de pacientes e fórmulas infantis domiciliares (SUS).\n\n"
