disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Installed capacity (MW)^,"col2_If you have no installed capacity data to report, please select a notation key to explain why^",col3_Annual generation (MWh)^,"col4_If you have no generation data to report, please select a notation key to explain why^",col5_Year data applies to,col6_Comment
2025 Disclosure Cycle,779465,CDP,31009,Copenhagen Municipality,City,Europe,Denmark,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",5,Bioenergy (Biomass and Biofuels),875,Confidential (C),4375289,Confidential (C),2023,"Amagerværket: 651 MW (heat) plus 214 MW (electricity). Damhusåen renseanlæg 1 MW electricity 2 MW heat. Lynetten renseanlæg 7 MW heat. Energy generation includes biomass waste used at Amager Bakke, but capacity at Amager Bakke is not included in Installed capacity since it is a waste to energy facility). Please note that figure from 2022 was one order of magnitude wrong (too small). Source: Energiproducenttælling. Notation key required despite data being available, therefore marked confidential. Data is NOT confidential"
2025 Disclosure Cycle,779465,CDP,31009,Copenhagen Municipality,City,Europe,Denmark,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",6,Geothermal,14,Confidential (C),0.0,Not Occurring (NO),2023,Source: Energiproducenttælling
2025 Disclosure Cycle,779465,CDP,31009,Copenhagen Municipality,City,Europe,Denmark,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",7,Other,0.0,Not Occurring (NO),0.0,Not Occurring (NO),2023,n/a
2025 Disclosure Cycle,779465,CDP,31052,City of Cardiff,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",1,Solar PV,27,Not Estimated (NE),25781,Not Estimated (NE),2023,"Data has been taken from Cardiff data tables in the Welsh Government document 'Energy Generation in Wales in 2023' (https://www.gov.wales/sites/default/files/publications/2025-02/energy-generation-in-wales-2023.pdf). \n\nWhen estimating the annual generation, a load factor of 10.9% was assumed, in line with GOV.UK's renewable obligation calculations for 2023 to 2024."
2025 Disclosure Cycle,779465,CDP,31052,City of Cardiff,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",2,Solar thermal,0,Not Estimated (NE),0,Not Estimated (NE),2023,"Data has been taken from the Welsh Government document 'Energy Generation in Wales in 2023' (https://www.gov.wales/sites/default/files/publications/2025-02/energy-generation-in-wales-2023.pdf). \n\nNo recorded solar thermal installations contributing measurable capacity in the Cardiff local authority area, however 97 projects have been recorded in the report as of 2023."
2025 Disclosure Cycle,779465,CDP,31052,City of Cardiff,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",3,Hydropower,0,Not Estimated (NE),0,Not Estimated (NE),2023,"Data has been taken from the Welsh Government document 'Energy Generation in Wales in 2023' (https://www.gov.wales/sites/default/files/publications/2025-02/energy-generation-in-wales-2023.pdf). \n\nNo recorded hydropower installations contributing measurable capacity in the Cardiff local authority area, however 1 project has been recorded in the report as of 2023."
2025 Disclosure Cycle,779465,CDP,31052,City of Cardiff,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",4,Wind,0,Not Occurring (NO),0,Not Estimated (NE),2023,"Data has been taken from the Welsh Government document 'Energy Generation in Wales in 2023' (https://www.gov.wales/sites/default/files/publications/2025-02/energy-generation-in-wales-2023.pdf). \n\nNo recorded wind installations contributing measurable capacity in the Cardiff local authority area, however 3 projects have been recorded in the report as of 2023."
2025 Disclosure Cycle,779465,CDP,31052,City of Cardiff,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",5,Bioenergy (Biomass and Biofuels),16,Not Estimated (NE),92225,Not Estimated (NE),2023,"Data has been taken from the Welsh Government document 'Energy Generation in Wales in 2023'\n(https://www.gov.wales/sites/default/files/publications/2025-02/energy-generation-in-wales-2023.pdf).' \n\nThe installed capacity encompasses data from anaerobic digestion, biomass heat, biomass electricity and CHP, and sewage gas. When estimating the annual generation, a load factor of 65.8% was assumed, in line with GOV.UK's renewable obligation calculations for 2023 to 2024.\n"
2025 Disclosure Cycle,779465,CDP,31052,City of Cardiff,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",6,Geothermal,0,Not Occurring (NO),0,Not Occurring (NO),2023,The Energy Generation in Wales 2023 report does not list any installed geothermal energy capacity in Cardiff or elsewhere in Wales.
2025 Disclosure Cycle,779465,CDP,31052,City of Cardiff,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",7,Other,32,Not Estimated (NE),83132,Not Estimated (NE),2023,"Data has been taken from the Welsh Government document 'Energy Generation in Wales in 2023 (https://www.gov.wales/sites/default/files/publications/2025-02/energy-generation-in-wales-2023.pdf).\n \nInstalled capacity encompasses the capacity figures from energy from waste and landfill gas. When estimating the annual generation, the following load factors were assumed in line with GOV.UK's renewable obligation calculations for 2023 to 2024:\n- Energy from waste: 29.7%\n- Landfill gas: 29.0%\nA load factor for heat pumps was not included in the GOV.UK document, and therefore the annual generation could not be calculated despite a 5MW installed capacity."
2025 Disclosure Cycle,779465,CDP,31055,Glasgow City Council,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",1,Solar PV,19.2,,16320,,2023,"All data for this question is taken from the Scottish Energy Statistics Hub - https://scotland.shinyapps.io/sg-scottish-energy-statistics/\n\nThe latest 'Installed capacity' data is from 2022 and is taken from renewable electricity capacity at Local Authority level for Glasgow for solar photovoltaics,\n\nThe latest 'Annual generation' data is from 2023 and is taken from renewable energy generation at Local Authority level for Glasgow for solar photovoltaics,"
2025 Disclosure Cycle,779465,CDP,31055,Glasgow City Council,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",2,Solar thermal,0,Not Estimated (NE),0,Not Estimated (NE),2023,The Scottish Energy Statistics Hub does not provide data for this energy source.
2025 Disclosure Cycle,779465,CDP,31055,Glasgow City Council,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",3,Hydropower,0,Not Occurring (NO),0,Not Occurring (NO),2023,The Scottish Energy Statistics Hub does not provide data for this energy source.
2025 Disclosure Cycle,779465,CDP,31055,Glasgow City Council,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",4,Wind,3.1,,6530,,2023,All data for this question is taken from the Scottish Energy Statistics Hub - https://scotland.shinyapps.io/sg-scottish-energy-statistics/\n\nThe latest 'Installed capacity' data is from 2022 and is taken from renewable electricity capacity at Local Authority level for Glasgow for onshore wind.\n\nThe latest 'Annual generation' data is from 2023 and is taken from renewable energy generation at Local Authority level for Glasgow for onshore wind.
2025 Disclosure Cycle,779465,CDP,31055,Glasgow City Council,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",5,Bioenergy (Biomass and Biofuels),31.2,Not Estimated (NE),57180,Not Estimated (NE),2023,All data for this question is taken from the Scottish Energy Statistics Hub - https://scotland.shinyapps.io/sg-scottish-energy-statistics/\n\nThe latest 'Installed capacity' data is from 2022 and is taken from renewable electricity capacity at Local Authority level for Glasgow for bioenergy and waste.\n\nThe latest 'Annual generation' data is from 2023 and is taken from renewable energy generation at Local Authority level for Glasgow for biomass and energy from waste. 
2025 Disclosure Cycle,779465,CDP,31055,Glasgow City Council,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",6,Geothermal,0,Not Estimated (NE),0,Not Estimated (NE),2023,The Scottish Energy Statistics Hub does not provide data for this energy source.
2025 Disclosure Cycle,779465,CDP,31055,Glasgow City Council,City,UKWW,United Kingdom,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",7,Other,0,Not Estimated (NE),0,Not Estimated (NE),2023,"Includes energy from waste, anaerobic digestion and landfill gas. "
2025 Disclosure Cycle,779465,CDP,31111,Tokyo Metropolitan Government,City,Japan,Japan,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",1,Solar PV,801.37,,937.286,,2023,
2025 Disclosure Cycle,779465,CDP,31111,Tokyo Metropolitan Government,City,Japan,Japan,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",3,Hydropower,47.38,,131.138,,2023,
2025 Disclosure Cycle,779465,CDP,31111,Tokyo Metropolitan Government,City,Japan,Japan,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",4,Wind,1.99,,2617,,2023,
2025 Disclosure Cycle,779465,CDP,31111,Tokyo Metropolitan Government,City,Japan,Japan,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",5,Bioenergy (Biomass and Biofuels),5.92,,39287,,2023,
2025 Disclosure Cycle,779465,CDP,31111,Tokyo Metropolitan Government,City,Japan,Japan,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",7,Other,384.59,,720469,,2023,廃棄物発電の数値を掲載している。Figures for waste power generation
2025 Disclosure Cycle,779465,CDP,31112,Kaohsiung City Government,City,China,East Asia,Public,Q4.1.3,"For each type of renewable energy within the jurisdiction boundary, report the installed capacity (MW) and annual generation (MWh).",1,Solar PV,1405.41,,1612000.682,,2024,"Kaohsiung City established an inter-departmental \'Green Energy Task Force\' in 2020, with the Public Works Bureau responsible for energy creation and the Economic Development Bureau in charge of energy conservation and storage. In 2024, the installed capacity reached. In 2024, the installed capacity of solar photovoltaic devices was 1,405.406MW. Additionally, the number of approved cases reached a total of 1,561 (the highest in the country), with a capacity equivalent to 254.97 MW (the third highest in the country). The total annual electricity generation was 1,612,000.682 MWh, which is estimated to reduce carbon emissions by approximately 683,488 tons of CO2."
