disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Data availability,col2_Response (in unit specified),col3_Year data applies to,col4_Comment
2025 Disclosure Cycle,779465,CDP,35865,Municipality of Fortaleza,City,Latin America,Brazil,Public,Q4.7,Report the following waste-related data for your jurisdiction.,2,Percentage of the total solid waste generated that is utilized for waste to energy (%),Reporting jurisdiction-level data,99.75,2024,"100% (2.191.982,20 t) dos resíduos destinados ao aterro são utilizados para este fim, uma vez que o aterro é\nprojetado para captar parte dos gases gerados e convertê-los em energia. Gerando o\nequivalente a 571.728MW/h em 2024."
2025 Disclosure Cycle,779465,CDP,35865,Municipality of Fortaleza,City,Latin America,Brazil,Public,Q4.7,Report the following waste-related data for your jurisdiction.,3,Percentage of the total solid waste generated that is diverted away from landfill and incineration (%),Reporting jurisdiction-level data,0.064,2024," Estes são medidos em m³, representando 1.400.571,99 m³ de resíduos, provenientes de\ntransportadores particulares (não destinados ao aterro);\n- Além destes, 0,3% do total de resíduos gerados em 2024, foram destinadas às empresas\nreciclagem e/ou reuso."
2025 Disclosure Cycle,779465,CDP,35865,Municipality of Fortaleza,City,Latin America,Brazil,Public,Q4.7,Report the following waste-related data for your jurisdiction.,4,Percentage of the diverted solid waste generated that is recycled (%),Reporting jurisdiction-level data,0.3,2024,"5414,5t do total, ou seja, aproximadamente 0,3%.\n"
2025 Disclosure Cycle,779465,CDP,35865,Municipality of Fortaleza,City,Latin America,Brazil,Public,Q4.7,Report the following waste-related data for your jurisdiction.,5,Percentage of the diverted solid waste generated that is reused (%),Reporting jurisdiction-level data,0.0003,2024,
2025 Disclosure Cycle,779465,CDP,35865,Municipality of Fortaleza,City,Latin America,Brazil,Public,Q4.7,Report the following waste-related data for your jurisdiction.,6,Percentage of waste collected where separation at source is taking place (%),Reporting jurisdiction-level data,6,2024,
2025 Disclosure Cycle,779465,CDP,35865,Municipality of Fortaleza,City,Latin America,Brazil,Public,Q4.7,Report the following waste-related data for your jurisdiction.,7,Total annual amount of food waste produced in the jurisdiction (tonnes/year),Reporting jurisdiction-level data,649762.98,2024,"Atualmente, não há separação específica para resíduos alimentares. Contudo, a coleta\ndomiciliar, composta principalmente por resíduos orgânicos, totaliza aproximadamente\n649.762,98 toneladas/ano, o que corresponde a cerca de 29,6% do total de resíduos gerados."
2025 Disclosure Cycle,779465,CDP,35865,Municipality of Fortaleza,City,Latin America,Brazil,Public,Q4.7,Report the following waste-related data for your jurisdiction.,8,Volume of wastewater produced within the jurisdiction boundary (megalitres/year),Reporting jurisdiction-level data,58937402.0,2024,58.937.402 é o volume de águas residuais produzidas dentro do limite da jurisdição (megalitros/ano). 
2025 Disclosure Cycle,779465,CDP,35865,Municipality of Fortaleza,City,Latin America,Brazil,Public,Q4.7,Report the following waste-related data for your jurisdiction.,9,Percentage of wastewater safely treated to at least secondary level (%),Reporting jurisdiction-level data,100.0,2024,"De acordo com as informações prestadas ao SNIS Até, pelo menos o nível secundário, temos a totalidade (100%) de águas residuais tratadas com\nsegurança."
2025 Disclosure Cycle,779465,CDP,35867,Region Metropolitana de Guadalajara,City,Latin America,Mexico,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,1925904,2022,La información proviene del Inventario de Gases de Efecto Invernadero (escala comunitaria) más reciente (año base 2022).
2025 Disclosure Cycle,779465,CDP,35867,Region Metropolitana de Guadalajara,City,Latin America,Mexico,Public,Q4.7,Report the following waste-related data for your jurisdiction.,2,Percentage of the total solid waste generated that is utilized for waste to energy (%),This data is not available to report,,,No se estima.
2025 Disclosure Cycle,779465,CDP,35867,Region Metropolitana de Guadalajara,City,Latin America,Mexico,Public,Q4.7,Report the following waste-related data for your jurisdiction.,3,Percentage of the total solid waste generated that is diverted away from landfill and incineration (%),This data is not available to report,,,No se estima.
2025 Disclosure Cycle,779465,CDP,35867,Region Metropolitana de Guadalajara,City,Latin America,Mexico,Public,Q4.7,Report the following waste-related data for your jurisdiction.,4,Percentage of the diverted solid waste generated that is recycled (%),Reporting jurisdiction-level data,0.73,2023,"A nivel metropolitano, al 2023, se cuenta con 394 puntos limpios los cuales colectan más de 14 mil toneladas de material valorizado como papel, metal, plástico, vidrio, etc. Dicha colecta representa una mitigación de 40,920.87 tCO2 e al año.\nLa información proviene del Informe de Avances en la Implementación del Plan de Acción Climática del Área Metropolitana de Guadalajara, correspondiente al año 2023. Disponible en: https://drive.google.com/drive/folders/1QveGeS7zCfsNZnVGkmUFaozheCx4F9zT\nEl cálculo del porcentaje se hizo con respecto al total de residuos de 2022, pues no se cuenta con el dato 2023."
2025 Disclosure Cycle,779465,CDP,35867,Region Metropolitana de Guadalajara,City,Latin America,Mexico,Public,Q4.7,Report the following waste-related data for your jurisdiction.,5,Percentage of the diverted solid waste generated that is reused (%),This data is not available to report,,,No se estima.
2025 Disclosure Cycle,779465,CDP,35867,Region Metropolitana de Guadalajara,City,Latin America,Mexico,Public,Q4.7,Report the following waste-related data for your jurisdiction.,6,Percentage of waste collected where separation at source is taking place (%),Reporting jurisdiction-level data,0.003,2023,"A nivel metropolitano en total se presentan 111 dependencias, 135 colonias, 14 colegios, 63 medios de recolección alterna y 12 rutas de recolección diferenciada o infraestructura para la separación de residuos; permitiendo la recolección de un total de 57.98 ton/año de residuos de diversa índole reciclados o valorizados por año provenientes de colonias con separación diferenciada.\nLa información proviene del Informe de Avances en la Implementación del Plan de Acción Climática del Área Metropolitana de Guadalajara, correspondiente al año 2023. Disponible en: https://drive.google.com/drive/folders/1QveGeS7zCfsNZnVGkmUFaozheCx4F9zT\nEl cálculo del porcentaje se hizo con respecto al total de residuos de 2022, pues no se cuenta con el dato 2023."
2025 Disclosure Cycle,779465,CDP,35867,Region Metropolitana de Guadalajara,City,Latin America,Mexico,Public,Q4.7,Report the following waste-related data for your jurisdiction.,7,Total annual amount of food waste produced in the jurisdiction (tonnes/year),Reporting jurisdiction-level data,934063.44,2022,"Se toma en cuenta el valor de residuos de alimentos y restos de jardinería (residuos orgánicos), los cuales representan 48.5% del total de residuos generados en la jurisdicción.\nLa información proviene del Inventario de Gases de Efecto Invernadero (escala comunitaria) más reciente (año base 2022)."
2025 Disclosure Cycle,779465,CDP,35867,Region Metropolitana de Guadalajara,City,Latin America,Mexico,Public,Q4.7,Report the following waste-related data for your jurisdiction.,8,Volume of wastewater produced within the jurisdiction boundary (megalitres/year),Reporting jurisdiction-level data,306529.92,2023,"En 2023 se cuenta con 37 plantas de tratamiento de aguas residuales, operando en los 9 municipios que conforman el AMG con una capacidad conjunta de 8.07 m3 por segundo, lo que significa un aumento del 13% más que en la capacidad de tratamiento del año 2018 (7.14 m3).\nLa información proviene del Informe de Avances en la Implementación del Plan de Acción Climática del Área Metropolitana de Guadalajara, correspondiente al año 2023. Disponible en: https://drive.google.com/drive/folders/1QveGeS7zCfsNZnVGkmUFaozheCx4F9zT"
2025 Disclosure Cycle,779465,CDP,35867,Region Metropolitana de Guadalajara,City,Latin America,Mexico,Public,Q4.7,Report the following waste-related data for your jurisdiction.,9,Percentage of wastewater safely treated to at least secondary level (%),Reporting jurisdiction-level data,83,2023,"Con el fin de incrementar la capacidad de producción de agua potable, se ha ampliado y modernizado las Plantas de Tratamiento de Aguas Residuales (PTAR) en el AMG, en 2023 se cuenta con 37 plantas de tratamiento de aguas residuales operando en los 9 municipios que conforman el AMG con una capacidad conjunta de 8.07 m3 por segundo, lo que significa un aumento del 13% más que en la capacidad de tratamiento del año 2018 (7.14 m3).\nLa información proviene del Informe de Avances en la Implementación del Plan de Acción Climática del Área Metropolitana de Guadalajara, correspondiente al año 2023. Disponible en: https://drive.google.com/drive/folders/1QveGeS7zCfsNZnVGkmUFaozheCx4F9zT"
2025 Disclosure Cycle,779465,CDP,35870,"City of Miami, FL",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,1,Total amount of solid waste generated (tonnes/year),Reporting jurisdiction-level data,420908.14,2023,Source: City of Miami Department of Solid Waste. Waste collected by Solid Waste + commercial haulers
2025 Disclosure Cycle,779465,CDP,35870,"City of Miami, FL",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,2,Percentage of the total solid waste generated that is utilized for waste to energy (%),Reporting jurisdiction-level data,100,2023,Source: Miami-Dade County Solid Waste
2025 Disclosure Cycle,779465,CDP,35870,"City of Miami, FL",City,North America,United States of America,Public,Q4.7,Report the following waste-related data for your jurisdiction.,3,Percentage of the total solid waste generated that is diverted away from landfill and incineration (%),Reporting jurisdiction-level data,9,2023,"Value is an underestimate as commercial haulers did not provide recycling data. Diversion = recycling + green waste (22,550.23 tons)"
