disclosure_cycle,cdp_requesting_org_number,requesting_organization,cdp_disclosing_org_number,disclosing_organization,disclosing_org_type,cdp_region,discloser_country_or_area,public_status,question_number,question_text,row_order,row_name,col1_Source of jurisdiction's water supply,col2_Are you able to report volumetric data for this source?,col3_Annual volume of water withdrawn per source (in megalitres) ,col4_Projected level of change over next 5-10 years,col5_Comment
2025 Disclosure Cycle,779465,CDP,35874,"City of Phoenix, AZ",City,North America,United States of America,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",3,Row 3,Ground water (non-renewable),Yes,3037,Less volume projected to be withdrawn,"The City of Phoenix has used Colorado River water supplies in the past to recharge ground aquifers to save water for future water shortages or emergencies. Although groundwater is not a renewable resource on human time-scales, the City has been banking water for the future. However, this water banking level has decreased in recent years due to shortages on the Colorado River. The City of Phoenix Water Department was also recognized for leading in water conservation efforts by the AZ Water Association at its annual conference in May of 2023. "
2025 Disclosure Cycle,779465,CDP,35883,"City of San José, CA",City,North America,United States of America,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,104708.0,Higher volume projected to be withdrawn,Data based on Urban Water Management Plan reports submitted by all water retailers in California to the state every 5 years.
2025 Disclosure Cycle,779465,CDP,35883,"City of San José, CA",City,North America,United States of America,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",3,Row 3,Ground water (renewable),Yes,80540.0,Less volume projected to be withdrawn,Data based on Urban Water Management Plan reports submitted by all water retailers in California to the state every 5 years.
2025 Disclosure Cycle,779465,CDP,35883,"City of San José, CA",City,North America,United States of America,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",4,Row 4,Other: Recycled water,Yes,8074.0,Higher volume projected to be withdrawn,Data based on Urban Water Management Plan reports submitted by all water retailers in California to the state every 5 years.
2025 Disclosure Cycle,779465,CDP,35884,"City of San Diego, CA",City,North America,United States of America,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Other: Water reuse/recycle,Yes,16630,Much higher volume projected to be withdrawn,30 MGD by 2025. 83 MGD by 2035. 
2025 Disclosure Cycle,779465,CDP,35884,"City of San Diego, CA",City,North America,United States of America,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,Other: Purchased/Imported Water,Yes,160590.462,Less volume projected to be withdrawn,Purchased imported water replaced by water recycle/reuse.
2025 Disclosure Cycle,779465,CDP,35884,"City of San Diego, CA",City,North America,United States of America,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",3,Row 3,Ground water (renewable),Yes,616.0,About the same volume projected to be withdrawn,-
2025 Disclosure Cycle,779465,CDP,35884,"City of San Diego, CA",City,North America,United States of America,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",4,Row 4,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,52669.0,About the same volume projected to be withdrawn,-
2025 Disclosure Cycle,779465,CDP,35885,Tel Aviv-Yafo Municipality,City,UKWW,Israel,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,Ground water (non-renewable),Yes,2667.0,,"\n\nThe water supplied to the residents of Tel Aviv-Yafo comes from a wide range of sources. Approximately 90% of the water is supplied by Mekorot, while around 10% comes from city own production from wells located in Tel Aviv-Yafo. The water from Mekorot is a mixture of about 80% desalinated water and 20% groundwater and water from the National Water Carrier, which sometimes includes a small amount of water from the Kinneret (Sea of Galilee).\nMUNICIPAL PUMPING STATIONS in 1,000 CUB .M.\n"
2025 Disclosure Cycle,779465,CDP,35885,Tel Aviv-Yafo Municipality,City,UKWW,Israel,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",3,Row 3,Desalinated seawater,Yes,46162.0,,"MEKOROT in 1,000 CUB .M."
2025 Disclosure Cycle,779465,CDP,35894,"Ville de Montreal, QC",City,North America,Canada,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,415000,Less volume projected to be withdrawn,https://mtl.ged.montreal.ca/constellio/?collection=mtlca&portal=REPDOCVDM#!displayDocument/00000103784
2025 Disclosure Cycle,779465,CDP,35898,Greater Manchester Combined Authority,City,UKWW,United Kingdom,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,"Other: More than two thirds of United Utilities water supply comes from reservoirs in the Lake District, Pennines or Wales. A quarter comes from rivers, and the rest is sourced from boreholes",No,,,High level data provided to GMCA from United Utilities around source of water. Unable to specify volumetric data directly. 
2025 Disclosure Cycle,779465,CDP,35914,Greater Hyderabad Municipal Corporation,City,India,India,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,2090,Higher volume projected to be withdrawn,"Water required for the Hyderabad is withdrawn from multiple surface water bodies such as River Godavari, River Krishna, from reservoirs at Osman Sagar, Himayat Sagar, Singur and Manjira. By 2030, the city is estimated to have a raw water demand of 2600 megaliters per day. "
2025 Disclosure Cycle,779465,CDP,35914,Greater Hyderabad Municipal Corporation,City,India,India,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,Ground water (non-renewable),No,,,
2025 Disclosure Cycle,779465,CDP,35993,Singapore Government,City,South East Asia & Oceania,Singapore,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",No,,,N/A
2025 Disclosure Cycle,779465,CDP,35993,Singapore Government,City,South East Asia & Oceania,Singapore,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,Desalinated seawater,No,,,N/A
2025 Disclosure Cycle,779465,CDP,35993,Singapore Government,City,South East Asia & Oceania,Singapore,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",3,Row 3,"Other: NEWater (Brand name given to ultra-clean, high-grade reclaimed water in Singapore that has been purified using microfiltration and reverse osmosis)",No,,,N/A
2025 Disclosure Cycle,779465,CDP,35993,Singapore Government,City,South East Asia & Oceania,Singapore,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",4,Row 4,Other: Water imports from Malaysia under a bilateral agreement.,No,,,N/A
2025 Disclosure Cycle,779465,CDP,36004,City of Abidjan,City,UKWW,Côte d'Ivoire,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,Ground water (renewable),Yes,219000.0,Much higher volume projected to be withdrawn,
2025 Disclosure Cycle,779465,CDP,36004,City of Abidjan,City,UKWW,Côte d'Ivoire,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",3,Row 3,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",No,,,
2025 Disclosure Cycle,779465,CDP,36032,Ville de Dakar,City,UKWW,Senegal,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",No,,,n/a
2025 Disclosure Cycle,779465,CDP,36039,Accra Metropolitan Assembly,City,UKWW,Ghana,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,Jurisdiction does not have this data,,,,Water supply is not a function of the municipality hence data not available at the city level.
2025 Disclosure Cycle,779465,CDP,36152,City of Tallinn,City,Europe,Estonia,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",1,Row 1,"Fresh surface water, including rainwater, water from wetlands, rivers and lakes",Yes,26650,Higher volume projected to be withdrawn,"Water abstraction has increased in recent years, mainly due to increased consumption"
2025 Disclosure Cycle,779465,CDP,36152,City of Tallinn,City,Europe,Estonia,Public,Q4.13,"Report the sources of your jurisdiction's water supply, volumes withdrawn per source, and the projected change.",2,Row 2,Ground water (renewable),Yes,2646.4,Higher volume projected to be withdrawn,"Water abstraction has increased in recent years, mainly due to increased consumption"
